date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Water,Cubic meter,actual,Retail,TRY,6.49,0.8667
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (olive),L,actual,Retail,TRY,31.91,4.2637
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (sunflower),L,actual,Retail,TRY,12.9,1.7238
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Beans (white),KG,actual,Retail,TRY,17.01,2.2735
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.41,1.2575
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,42.25,5.6455
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Lentils,KG,actual,Retail,TRY,10.06,1.3442
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.7,0.7615
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Bananas,KG,actual,Retail,TRY,13.74,1.836
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,2.74,0.3661
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,4.23,0.5657
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Garlic,KG,actual,Retail,TRY,33.66,4.4977
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.0,0.2668
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,3.11,0.4152
2020-09-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,3.3,0.4403
2020-10-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,6.75,0.8542
2020-10-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.4,0.6836
2020-10-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,5.35,0.6768
2020-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,TRY,34.71,4.3901
2020-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,11.34,1.4343
2020-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.67,0.5907
2020-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.71,0.0895
2020-10-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,34.43,4.3547
2020-10-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,62.44,7.8982
2020-10-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,51.6,6.5259
2020-10-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,TRY,30.79,3.894
2020-10-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.08,0.643
2020-10-15,,,National Average,,,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,130.34,16.4854
2020-10-15,,,National Average,,,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.38,0.8063
2020-10-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,64.08,8.1057
2020-10-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,2.54,0.3214
2020-10-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,55.97,7.0788
2020-10-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,5.43,0.6874
2020-10-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,42.27,5.3464
2020-10-15,,,National Average,,,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,33.28,4.2097
2020-10-15,,,National Average,,,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.58,1.3384
2020-10-15,,,National Average,,,non-food,Electricity,kWh,actual,Retail,TRY,0.75,0.095
2020-10-15,,,National Average,,,non-food,Fuel (gas),12 KG,actual,Retail,TRY,112.17,14.1882
2020-10-15,,,National Average,,,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.86,0.8678
2020-10-15,,,National Average,,,non-food,Water,Cubic meter,actual,Retail,TRY,5.2,0.6579
2020-10-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,31.37,3.9673
2020-10-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,14.17,1.7926
2020-10-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,2.07,0.2618
2020-10-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,16.36,2.069
2020-10-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,40.39,5.1087
2020-10-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,9.36,1.1833
2020-10-15,,,National Average,,,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.85,0.6133
2020-10-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,13.18,1.6667
2020-10-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,2.31,0.2921
2020-10-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,4.4,0.5565
2020-10-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,3.41,0.4315
2020-10-15,,,National Average,,,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.13,0.2699
2020-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,3.69,0.4666
2020-10-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,4.67,0.5903
2020-10-15,,,National Average,,,vegetables and fruits,Spinach,KG,actual,Retail,TRY,7.95,1.0051
2020-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,3.93,0.4974
2020-10-15,,,National Average,,,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,5.22,0.66
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bread (common),KG,actual,Retail,TRY,7.05,0.8921
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.41,0.6848
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Pasta,KG,actual,Retail,TRY,5.42,0.6861
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Rice,KG,actual,Retail,TRY,10.84,1.3715
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.17,0.5276
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,34.48,4.3616
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,11.28,1.4272
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,63.37,8.0154
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,50.92,6.4404
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Cheese,KG,actual,Retail,TRY,30.77,3.8918
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.18,0.655
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,133.68,16.9083
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.39,0.8077
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,64.52,8.161
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee,KG,actual,Retail,TRY,2.55,0.3222
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,53.21,6.73
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Salt,KG,actual,Retail,TRY,5.09,0.6442
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.11,0.6463
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea,KG,actual,Retail,TRY,41.18,5.2085
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,31.93,4.0381
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,9.75,1.2328
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Electricity,kWh,actual,Retail,TRY,0.75,0.095
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (gas),12 KG,actual,Retail,TRY,107.78,13.6323
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.83,0.8641
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Water,Cubic meter,actual,Retail,TRY,5.21,0.6593
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (olive),L,actual,Retail,TRY,30.46,3.8523
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (sunflower),L,actual,Retail,TRY,13.67,1.7296
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Beans (white),KG,actual,Retail,TRY,1.86,0.2354
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,15.21,1.9241
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,40.97,5.1824
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Lentils,KG,actual,Retail,TRY,9.13,1.155
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.24,0.5368
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Bananas,KG,actual,Retail,TRY,12.54,1.5864
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,2.16,0.2731
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,4.48,0.5663
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,2.9,0.3665
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,1.64,0.207
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Garlic,KG,actual,Retail,TRY,3.55,0.4495
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Onions,KG,actual,Retail,TRY,3.93,0.4974
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Spinach,KG,actual,Retail,TRY,6.93,0.877
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,3.94,0.4988
2020-10-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,3.79,0.48
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bread (common),KG,actual,Retail,TRY,7.85,0.9926
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.77,0.7301
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Pasta,KG,actual,Retail,TRY,5.69,0.7192
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Rice,KG,actual,Retail,TRY,12.16,1.538
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,5.05,0.6384
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.78,0.0986
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,41.12,5.2009
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,67.81,8.5767
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,52.83,6.6817
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Cheese,KG,actual,Retail,TRY,34.67,4.3852
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.42,0.6856
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,130.95,16.5625
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.55,0.828
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,67.12,8.4896
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee,KG,actual,Retail,TRY,2.9,0.3666
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,56.94,7.2015
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Salt,KG,actual,Retail,TRY,5.54,0.7013
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.55,0.702
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea,KG,actual,Retail,TRY,48.53,6.1388
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,35.57,4.4993
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.88,1.3766
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Electricity,kWh,actual,Retail,TRY,0.75,0.095
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (gas),12 KG,actual,Retail,TRY,116.48,14.7322
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.77,0.8563
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Water,Cubic meter,actual,Retail,TRY,6.04,0.7644
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (olive),L,actual,Retail,TRY,31.97,4.0434
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (sunflower),L,actual,Retail,TRY,14.92,1.8876
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Beans (white),KG,actual,Retail,TRY,2.33,0.295
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,17.62,2.2286
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,43.07,5.4478
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Lentils,KG,actual,Retail,TRY,10.28,1.3002
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.17,0.6541
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Bananas,KG,actual,Retail,TRY,13.63,1.7238
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,2.46,0.3113
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,4.96,0.6272
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,4.09,0.5168
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.18,0.2755
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Garlic,KG,actual,Retail,TRY,3.99,0.5048
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Onions,KG,actual,Retail,TRY,6.02,0.7608
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Spinach,KG,actual,Retail,TRY,7.32,0.9262
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,4.44,0.5613
2020-10-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,4.7,0.5949
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bread (common),KG,actual,Retail,TRY,7.03,0.8889
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.48,0.6933
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Pasta,KG,actual,Retail,TRY,5.8,0.7336
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Rice,KG,actual,Retail,TRY,11.75,1.4861
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,5.18,0.6557
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.83,0.105
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,29.83,3.7733
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,70.14,8.8716
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,53.59,6.7783
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Cheese,KG,actual,Retail,TRY,38.65,4.8883
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.14,0.6496
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,150.93,19.0902
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Yogurt,KG,actual,Retail,TRY,7.29,0.9219
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,63.27,8.003
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee,KG,actual,Retail,TRY,3.04,0.3848
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,59.72,7.5536
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Salt,KG,actual,Retail,TRY,5.71,0.7217
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.72,0.7235
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea,KG,actual,Retail,TRY,52.76,6.6727
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,35.8,4.5285
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.59,1.339
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Electricity,kWh,actual,Retail,TRY,0.75,0.095
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (gas),12 KG,actual,Retail,TRY,111.02,14.0416
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.85,0.8663
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Water,Cubic meter,actual,Retail,TRY,6.49,0.8203
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (olive),L,actual,Retail,TRY,32.85,4.1552
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (sunflower),L,actual,Retail,TRY,14.48,1.8315
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Beans (white),KG,actual,Retail,TRY,1.96,0.2485
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,17.04,2.1549
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,41.33,5.2271
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Lentils,KG,actual,Retail,TRY,10.19,1.2891
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.75,0.6011
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Bananas,KG,actual,Retail,TRY,13.9,1.7587
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,2.34,0.2961
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,4.64,0.5873
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,3.69,0.4673
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.85,0.3606
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Garlic,KG,actual,Retail,TRY,3.85,0.4867
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Onions,KG,actual,Retail,TRY,4.78,0.6048
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Spinach,KG,actual,Retail,TRY,13.08,1.655
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,4.35,0.5497
2020-10-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,5.63,0.7126
2020-11-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,7.0,0.3725
2020-11-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.49,0.2923
2020-11-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,5.38,0.2863
2020-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.14,0.114
2020-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,11.95,0.6362
2020-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.84,0.2574
2020-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.83,0.0443
2020-11-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,37.52,1.9968
2020-11-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,63.97,3.4041
2020-11-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,51.22,2.7257
2020-11-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,TRY,30.59,1.6279
2020-11-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.14,0.2734
2020-11-15,,,National Average,,,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,140.41,7.4724
2020-11-15,,,National Average,,,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.39,0.34
2020-11-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,64.2,3.4166
2020-11-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,56.39,3.001
2020-11-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,42.93,2.2844
2020-11-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,2.68,0.1427
2020-11-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,33.67,1.7918
2020-11-15,,,National Average,,,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,6.88,0.366
2020-11-15,,,National Average,,,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.66,0.5671
